timestamp,match,bookmaker,outcome,odds,stake,potential_return
2025-11-02T00:49:38.263542,None v. None,GTbets,Kansas City Chiefs,10.0,11.908100835419834,119.08100835419833
2025-11-02T00:49:38.265120,None v. None,GTbets,Detroit Lions,16.0,7.4425630221373975,119.08100835419836
2025-11-02T00:49:38.266689,None v. None,GTbets,Buffalo Bills,16.0,7.4425630221373975,119.08100835419836
2025-11-02T00:49:38.267976,None v. None,GTbets,Green Bay Packers,16.0,7.4425630221373975,119.08100835419836
2025-11-02T00:49:38.269172,None v. None,Betfair,Los Angeles Rams,14.0,8.50578631101417,119.08100835419837
2025-11-02T00:49:38.270342,None v. None,Betfair,Philadelphia Eagles,12.5,9.52648066833587,119.08100835419837
2025-11-02T00:49:38.271500,None v. None,GTbets,Baltimore Ravens,17.0,7.004765197305785,119.08100835419835
2025-11-02T00:49:38.272620,None v. None,BetOnline.ag,Indianapolis Colts,13.0,9.160077565707565,119.08100835419835
2025-11-02T00:49:38.273761,None v. None,BetOnline.ag,Denver Broncos,23.0,5.1774351458347105,119.08100835419835
2025-11-02T00:49:38.274863,None v. None,Betfair,Los Angeles Chargers,34.0,3.5023825986528925,119.08100835419835
2025-11-02T00:49:38.276305,None v. None,BetOnline.ag,Seattle Seahawks,26.0,4.580038782853783,119.08100835419835
2025-11-02T00:49:38.277590,None v. None,Betfair,New England Patriots,32.0,3.7212815110686988,119.08100835419836
2025-11-02T00:49:38.278826,None v. None,Betfair,San Francisco 49ers,48.0,2.4808543407124657,119.08100835419836
2025-11-02T00:49:38.279956,None v. None,Betfair,Tampa Bay Buccaneers,32.0,3.7212815110686988,119.08100835419836
2025-11-02T00:49:38.281068,None v. None,Betfair,Houston Texans,90.0,1.3231223150466485,119.08100835419836
2025-11-02T00:49:38.282489,None v. None,Betfair,Jacksonville Jaguars,150.0,0.793873389027989,119.08100835419835
2025-11-02T00:49:38.283822,None v. None,Pinnacle,Pittsburgh Steelers,86.12,1.3827334922689078,119.08100835419835
2025-11-02T00:49:38.285032,None v. None,Betfair,Washington Commanders,110.0,1.0825546214018031,119.08100835419835
2025-11-02T00:49:38.286289,None v. None,Betfair,Chicago Bears,190.0,0.626742149232623,119.08100835419836
2025-11-02T00:49:38.287498,None v. None,Pinnacle,Atlanta Falcons,205.82,0.5785686928102145,119.08100835419835
2025-11-02T00:49:38.288680,None v. None,Pinnacle,Dallas Cowboys,208.95,0.569901930386209,119.08100835419836
2025-11-02T00:49:38.290047,None v. None,Pinnacle,Minnesota Vikings,260.83,0.4565464415680649,119.08100835419836
2025-11-02T00:49:38.291748,None v. None,Everygame,Cincinnati Bengals,301.0,0.3956179679541474,119.08100835419836
2025-11-02T00:49:38.293409,None v. None,Everygame,Carolina Panthers,501.0,0.23768664342155363,119.08100835419837
2025-11-02T00:49:38.294711,None v. None,Everygame,Arizona Cardinals,501.0,0.23768664342155363,119.08100835419837
2025-11-02T00:49:38.295952,None v. None,Everygame,New York Giants,1001.0,0.11896204630789046,119.08100835419836
2025-11-02T00:49:38.297224,None v. None,Everygame,Cleveland Browns,1001.0,0.11896204630789046,119.08100835419836
2025-11-02T00:49:38.298663,None v. None,Pinnacle,Las Vegas Raiders,1037.0,0.11483221634927517,119.08100835419835
2025-11-02T00:49:38.300136,None v. None,Pinnacle,Miami Dolphins,1102.27,0.10803252229870935,119.08100835419836
2025-11-02T00:49:38.301323,None v. None,BetOnline.ag,New Orleans Saints,1501.0,0.07933444926995227,119.08100835419836
2025-11-02T00:49:38.302515,None v. None,BetOnline.ag,New York Jets,1501.0,0.07933444926995227,119.08100835419836
2025-11-02T00:49:38.303767,None v. None,BetOnline.ag,Tennessee Titans,1501.0,0.07933444926995227,119.08100835419836
2025-11-02T00:49:38.311235,Slavia Praha v. Arsenal,1xBet,Arsenal,1.33,75.94030300746212,101.00060299992462
2025-11-02T00:49:38.312600,Slavia Praha v. Arsenal,Betfair,Slavia Praha,13.0,7.769277153840355,101.00060299992462
2025-11-02T00:49:38.313781,Slavia Praha v. Arsenal,Betfair,Draw,6.2,16.29041983869752,101.00060299992462
2025-11-02T00:49:38.322528,Napoli v. Eintracht Frankfurt,Unibet (NL),Eintracht Frankfurt,5.6,18.079910693520628,101.2474998837155
2025-11-02T00:49:38.325490,Napoli v. Eintracht Frankfurt,Betfair,Napoli,1.69,59.909763244802086,101.24749988371552
2025-11-02T00:49:38.327014,Napoli v. Eintracht Frankfurt,Unibet (NL),Draw,4.6,22.01032606167729,101.24749988371552
2025-11-02T00:49:38.333798,Bodø/Glimt v. AS Monaco,Coolbet,AS Monaco,2.95,34.18862451220776,100.8564423110129
2025-11-02T00:49:38.335451,Bodø/Glimt v. AS Monaco,Betfair,Bodø/Glimt,2.5,40.34257692440516,100.8564423110129
2025-11-02T00:49:38.336715,Bodø/Glimt v. AS Monaco,1xBet,Draw,3.96,25.468798563387093,100.85644231101288
2025-11-02T00:49:38.344033,Atlético Madrid v. Union Saint-Gilloise,1xBet,Atlético Madrid,1.32,76.68019846639602,101.21786197564275
2025-11-02T00:49:38.345389,Atlético Madrid v. Union Saint-Gilloise,Betfair,Union Saint-Gilloise,12.0,8.434821831303564,101.21786197564276
2025-11-02T00:49:38.346621,Atlético Madrid v. Union Saint-Gilloise,Betsson,Draw,6.8,14.884979702300408,101.21786197564276
2025-11-02T00:49:38.354773,Paris Saint Germain v. Bayern Munich,1xBet,Bayern Munich,2.85,35.18661439199827,100.28185101719507
2025-11-02T00:49:38.357837,Paris Saint Germain v. Bayern Munich,Betfair,Paris Saint Germain,2.46,40.764980088290685,100.28185101719508
2025-11-02T00:49:38.359362,Paris Saint Germain v. Bayern Munich,1xBet,Draw,4.17,24.04840551971105,100.28185101719508
2025-11-02T00:49:38.366298,Qarabağ FK v. Chelsea,1xBet,Chelsea,1.41,71.22329126577533,100.42484068474322
2025-11-02T00:49:38.367763,Qarabağ FK v. Chelsea,Coolbet,Qarabağ FK,9.0,11.158315631638136,100.42484068474322
2025-11-02T00:49:38.369177,Qarabağ FK v. Chelsea,Matchbook,Draw,5.7,17.618393102586527,100.4248406847432
2025-11-02T00:49:38.378948,Pafos FC v. Villarreal,Coolbet,Pafos FC,7.0,14.399469143994692,100.79628400796284
2025-11-02T00:49:38.380325,Pafos FC v. Villarreal,Unibet (NL),Villarreal,1.55,65.02986065029862,100.79628400796285
2025-11-02T00:49:38.382203,Pafos FC v. Villarreal,Betsson,Draw,4.9,20.5706702057067,100.79628400796284
2025-11-02T00:49:38.390814,Ajax v. Galatasaray,Betfair,Ajax,3.35,29.927594529364438,100.25744167337086
2025-11-02T00:49:38.392224,Ajax v. Galatasaray,Coolbet,Galatasaray,2.17,46.201586024594874,100.25744167337088
2025-11-02T00:49:38.393504,Ajax v. Galatasaray,Unibet (NL),Draw,4.2,23.870819446040684,100.25744167337088
2025-11-02T00:49:38.402164,Marseille v. Atalanta BC,Unibet (NL),Atalanta BC,3.6,27.79234399580493,100.05243838489775
2025-11-02T00:49:38.403660,Marseille v. Atalanta BC,Coolbet,Marseille,2.12,47.194546407970634,100.05243838489775
2025-11-02T00:49:38.404924,Marseille v. Atalanta BC,Unibet (NL),Draw,4.0,25.013109596224435,100.05243838489774
2025-11-02T00:49:38.412663,Inter Milan v. FC Kairat,Betsson,FC Kairat,85.0,1.1807873755069385,100.36692691808977
2025-11-02T00:49:38.414496,Inter Milan v. FC Kairat,1xBet,Inter Milan,1.07,93.80086627858857,100.36692691808977
2025-11-02T00:49:38.416783,Inter Milan v. FC Kairat,Matchbook,Draw,20.0,5.018346345904488,100.36692691808977
2025-11-02T00:49:38.425418,IF Elfsborg v. AIK,Unibet (SE),AIK,3.25,31.22289679098005,101.47441457068517
2025-11-02T00:49:38.426854,IF Elfsborg v. AIK,Betfair,IF Elfsborg,2.5,40.58976582827407,101.47441457068517
2025-11-02T00:49:38.428099,IF Elfsborg v. AIK,Betfair,Draw,3.6,28.187337380745877,101.47441457068516
2025-11-02T00:49:38.434708,Djurgardens IF v. IFK Goteborg,Matchbook,Djurgardens IF,1.87,53.68783626063935,100.3962538073956
2025-11-02T00:49:38.436278,Djurgardens IF v. IFK Goteborg,Unibet (SE),IFK Goteborg,4.6,21.825272566825134,100.39625380739561
2025-11-02T00:49:38.437871,Djurgardens IF v. IFK Goteborg,Betfair,Draw,4.1,24.48689117253551,100.39625380739558
2025-11-02T00:49:38.445166,GAIS v. Östers IF,Unibet (SE),GAIS,1.47,68.26263652527305,100.34607569215139
2025-11-02T00:49:38.447060,GAIS v. Östers IF,Matchbook,Östers IF,8.6,11.668148336296674,100.3460756921514
2025-11-02T00:49:38.449415,GAIS v. Östers IF,Unibet (SE),Draw,5.0,20.069215138430277,100.34607569215139
2025-11-02T00:49:38.456999,Degerfors IF v. Hammarby IF,Unibet (SE),Degerfors IF,3.05,32.8134637412988,100.08106441096133
2025-11-02T00:49:38.459468,Degerfors IF v. Hammarby IF,888sport,Hammarby IF,2.45,40.84941404529034,100.08106441096133
2025-11-02T00:49:38.460999,Degerfors IF v. Hammarby IF,Matchbook,Draw,3.8,26.337122213410876,100.08106441096132
2025-11-02T00:49:38.468981,West Ham United v. Newcastle United,Betfair,Newcastle United,1.64,61.0583446404342,100.13568521031208
2025-11-02T00:49:38.470832,West Ham United v. Newcastle United,Betfair,West Ham United,6.0,16.689280868385346,100.13568521031208
2025-11-02T00:49:38.472007,West Ham United v. Newcastle United,Betsson,Draw,4.5,22.252374491180465,100.13568521031209
2025-11-02T00:49:38.481042,Manchester City v. Bournemouth,Betfair,Bournemouth,6.2,16.156767811678286,100.17196043240537
2025-11-02T00:49:38.483038,Manchester City v. Bournemouth,1xBet,Manchester City,1.58,63.39997495721858,100.17196043240537
2025-11-02T00:49:38.484679,Manchester City v. Bournemouth,Unibet (NL),Draw,4.9,20.443257231103132,100.17196043240536
2025-11-02T00:49:38.491966,Tottenham Hotspur v. Manchester United,Unibet (SE),Manchester United,2.6,39.10714285714286,101.67857142857144
2025-11-02T00:49:38.493437,Tottenham Hotspur v. Manchester United,Matchbook,Tottenham Hotspur,2.92,34.82142857142857,101.67857142857142
2025-11-02T00:49:38.494611,Tottenham Hotspur v. Manchester United,Unibet (SE),Draw,3.9,26.071428571428573,101.67857142857143
2025-11-02T00:49:38.502256,West Ham United v. Burnley,Tipico,Burnley,3.8,26.334009198358142,100.06923495376094
2025-11-02T00:49:38.503699,West Ham United v. Burnley,1xBet,West Ham United,2.13,46.98086148063894,100.06923495376094
2025-11-02T00:49:38.504940,West Ham United v. Burnley,Unibet (SE),Draw,3.75,26.68512932100292,100.06923495376094
2025-11-02T00:49:38.513045,Sunderland v. Arsenal,1xBet,Arsenal,1.45,69.5834581959844,100.89601438417739
2025-11-02T00:49:38.515172,Sunderland v. Arsenal,Betsson,Sunderland,8.6,11.732094695834581,100.89601438417739
2025-11-02T00:49:38.516532,Sunderland v. Arsenal,Betfair,Draw,5.4,18.684447108181,100.8960143841774
2025-11-02T00:49:38.523390,Nottingham Forest v. Leeds United,Betfair,Leeds United,3.65,27.653850083438343,100.93655280454995
2025-11-02T00:49:38.525473,Nottingham Forest v. Leeds United,1xBet,Nottingham Forest,2.32,43.5071348295474,100.93655280454995
2025-11-02T00:49:38.526680,Nottingham Forest v. Leeds United,Betsson,Draw,3.5,28.839015087014275,100.93655280454996
2025-11-02T00:49:38.533689,Manchester City v. Liverpool,Pinnacle,Liverpool,3.98,25.20743937202307,100.32560870065183
2025-11-02T00:49:38.535182,Manchester City v. Liverpool,1xBet,Manchester City,1.96,51.186535051352976,100.32560870065183
2025-11-02T00:49:38.536445,Manchester City v. Liverpool,Unibet (NL),Draw,4.25,23.60602557662396,100.32560870065183
2025-11-02T00:49:38.545164,Atlas v. Toluca,Pinnacle,Atlas,5.04,20.91499675727963,105.41158365668934
2025-11-02T00:49:38.546833,Atlas v. Toluca,Matchbook,Toluca,2.12,49.72244512107987,105.41158365668933
2025-11-02T00:49:38.548330,Atlas v. Toluca,Pinnacle,Draw,3.59,29.362558121640486,105.41158365668934
2025-11-02T00:49:38.558466,Real Sociedad B v. SD Huesca,Unibet (SE),Real Sociedad B,2.85,35.29701615110868,100.59649603065974
2025-11-02T00:49:38.560098,Real Sociedad B v. SD Huesca,Pinnacle,SD Huesca,3.07,32.76758828360252,100.59649603065974
2025-11-02T00:49:38.561410,Real Sociedad B v. SD Huesca,Unibet (SE),Draw,3.15,31.935395565288804,100.59649603065974
2025-11-02T00:49:38.569393,Palestino v. Coquimbo Unido,Unibet (SE),Coquimbo Unido,2.95,34.23229054297015,100.98525710176195
2025-11-02T00:49:38.571140,Palestino v. Coquimbo Unido,Coolbet,Palestino,2.8,36.06616325062927,100.98525710176196
2025-11-02T00:49:38.572911,Palestino v. Coquimbo Unido,Coolbet,Draw,3.4,29.70154620640058,100.98525710176196
2025-11-02T00:49:38.580658,Edmonton Oilers v. Chicago Blackhawks,Tipico,Chicago Blackhawks,5.0,20.083237403701407,100.41618701850703
2025-11-02T00:49:38.583598,Edmonton Oilers v. Chicago Blackhawks,1xBet,Edmonton Oilers,1.62,61.98530062870805,100.41618701850706
2025-11-02T00:49:38.585018,Edmonton Oilers v. Chicago Blackhawks,Unibet (SE),Draw,5.6,17.931461967590543,100.41618701850703
2025-11-02T00:49:38.592061,Philadelphia Flyers v. Calgary Flames,1xBet,Calgary Flames,3.0,33.34976583682524,100.04929751047572
2025-11-02T00:49:38.593446,Philadelphia Flyers v. Calgary Flames,LeoVegas (SE),Philadelphia Flyers,2.25,44.466354449100315,100.04929751047571
2025-11-02T00:49:38.594718,Philadelphia Flyers v. Calgary Flames,1xBet,Draw,4.51,22.183879714074443,100.04929751047574
2025-11-02T00:49:38.603252,Independiente v. Atlético Tucuman,Matchbook,Atlético Tucuman,140.0,0.8397225264695145,117.56115370573202
2025-11-02T00:49:38.605314,Independiente v. Atlético Tucuman,Pinnacle,Independiente,1.25,94.04892296458561,117.56115370573201
2025-11-02T00:49:38.606624,Independiente v. Atlético Tucuman,Betfair,Draw,23.0,5.111354508944871,117.56115370573202
2025-11-02T00:49:38.613944,Godoy Cruz v. San Martin de San Juan,Nordic Bet,Godoy Cruz,2.3,43.73938602220771,100.60058785107773
2025-11-02T00:49:38.615565,Godoy Cruz v. San Martin de San Juan,BetOnline.ag,San Martin de San Juan,4.54,22.15871979098628,100.6005878510777
2025-11-02T00:49:38.616852,Godoy Cruz v. San Martin de San Juan,1xBet,Draw,2.95,34.10189418680601,100.60058785107772
2025-11-02T00:49:38.625653,Central Córdoba v. Racing Club,Betfair,Central Córdoba,3.2,31.28240834050974,100.10370668963117
2025-11-02T00:49:38.627165,Central Córdoba v. Racing Club,Pinnacle,Racing Club,2.71,36.93863715484545,100.10370668963117
2025-11-02T00:49:38.628451,Central Córdoba v. Racing Club,Unibet (SE),Draw,3.15,31.778954504644812,100.10370668963115
2025-11-02T00:49:38.636851,Bristol City v. Blackburn Rovers,LeoVegas (SE),Blackburn Rovers,4.1,24.51423838950118,100.50837739695483
2025-11-02T00:49:38.638299,Bristol City v. Blackburn Rovers,Betfair,Bristol City,2.08,48.32133528699752,100.50837739695484
2025-11-02T00:49:38.639484,Bristol City v. Blackburn Rovers,LeoVegas (SE),Draw,3.7,27.164426323501303,100.50837739695483
2025-11-02T00:49:38.647325,Ipswich Town v. Watford,Betfair,Ipswich Town,1.68,60.18058690744922,101.10338600451468
2025-11-02T00:49:38.649162,Ipswich Town v. Watford,Matchbook,Watford,6.2,16.306997742663658,101.10338600451468
2025-11-02T00:49:38.650399,Ipswich Town v. Watford,LeoVegas (SE),Draw,4.3,23.512415349887135,101.10338600451468
2025-11-02T00:49:38.657335,Leicester City v. Middlesbrough,Betfair,Leicester City,2.3,43.729683490162536,100.57827202737383
2025-11-02T00:49:38.658787,Leicester City v. Middlesbrough,LeoVegas (SE),Middlesbrough,3.55,28.331907613344736,100.57827202737381
2025-11-02T00:49:38.660018,Leicester City v. Middlesbrough,LeoVegas (SE),Draw,3.6,27.938408896492724,100.57827202737381
2025-11-02T00:49:38.668722,Oxford United v. Stoke City,Matchbook,Oxford United,3.5,29.394812680115272,102.88184438040345
2025-11-02T00:49:38.670173,Oxford United v. Stoke City,LeoVegas (SE),Stoke City,2.55,40.345821325648416,102.88184438040345
2025-11-02T00:49:38.671411,Oxford United v. Stoke City,LeoVegas (SE),Draw,3.4,30.25936599423631,102.88184438040345
2025-11-02T00:49:38.678922,Preston North End v. Swansea City,LeoVegas (SE),Preston North End,2.43,41.27639307826638,100.30163518018732
2025-11-02T00:49:38.680501,Preston North End v. Swansea City,Betfair,Swansea City,3.6,27.861565327829812,100.30163518018732
2025-11-02T00:49:38.682106,Preston North End v. Swansea City,LeoVegas (SE),Draw,3.25,30.862041593903793,100.30163518018733
2025-11-02T00:49:38.689637,Queens Park Rangers v. Southampton,Pinnacle,Queens Park Rangers,3.12,32.12480835841235,100.22940207824654
2025-11-02T00:49:38.691399,Queens Park Rangers v. Southampton,Matchbook,Southampton,2.48,40.41508148316393,100.22940207824655
2025-11-02T00:49:38.692885,Queens Park Rangers v. Southampton,LeoVegas (SE),Draw,3.65,27.46011015842371,100.22940207824654
2025-11-02T00:49:38.701170,Leuven v. Gent,Betfair,Gent,3.2,31.330960854092524,100.25907473309609
2025-11-02T00:49:38.702780,Leuven v. Gent,Unibet (SE),Leuven,2.48,40.42704626334519,100.25907473309607
2025-11-02T00:49:38.704098,Leuven v. Gent,Matchbook,Draw,3.55,28.241992882562275,100.25907473309607
2025-11-02T00:49:38.711373,Salzburg v. Go Ahead Eagles,Matchbook,Go Ahead Eagles,4.4,22.91824186484443,100.84026420531549
2025-11-02T00:49:38.713263,Salzburg v. Go Ahead Eagles,1xBet,Salzburg,1.89,53.35463714566957,100.84026420531548
2025-11-02T00:49:38.714770,Salzburg v. Go Ahead Eagles,Betsson,Draw,4.25,23.727120989485996,100.84026420531549
2025-11-02T00:49:38.721238,Red Star Belgrade v. Lille,Betfair,Lille,2.42,41.488541593664586,100.40227065666829
2025-11-02T00:49:38.723112,Red Star Belgrade v. Lille,Unibet (SE),Red Star Belgrade,3.2,31.375709580208845,100.4022706566683
2025-11-02T00:49:38.724586,Red Star Belgrade v. Lille,Unibet (SE),Draw,3.7,27.13574882612657,100.4022706566683
2025-11-02T00:49:38.733536,Rangers FC v. AS Roma,1xBet,AS Roma,1.85,54.282722513089006,100.42303664921467
2025-11-02T00:49:38.734955,Rangers FC v. AS Roma,Betfair,Rangers FC,4.8,20.92146596858639,100.42303664921467
2025-11-02T00:49:38.736185,Rangers FC v. AS Roma,Betsson,Draw,4.05,24.795811518324612,100.42303664921468
2025-11-02T00:49:38.744952,Real Betis v. Lyon,Unibet (NL),Lyon,4.1,24.601450384015177,100.86594657446221
2025-11-02T00:49:38.746512,Real Betis v. Lyon,1xBet,Real Betis,2.01,50.182062972369266,100.86594657446221
2025-11-02T00:49:38.747822,Real Betis v. Lyon,Betsson,Draw,4.0,25.216486643615553,100.86594657446221
2025-11-02T00:49:38.754285,Iowa Wild v. Tucson Roadrunners,Tipico,Iowa Wild,4.7,22.32303500745386,104.91826453503315
2025-11-02T00:49:38.755662,Iowa Wild v. Tucson Roadrunners,Unibet (IT),Tucson Roadrunners,1.93,54.361795095872104,104.91826453503316
2025-11-02T00:49:38.757506,Iowa Wild v. Tucson Roadrunners,Tipico,Draw,4.5,23.315169896674035,104.91826453503316
2025-11-02T00:49:38.763527,Arkansas Razorbacks v. Mississippi State Bulldogs,Unibet (SE),Arkansas Razorbacks,13.0,17.46031746031746,226.98412698412696
2025-11-02T00:49:38.765034,Arkansas Razorbacks v. Mississippi State Bulldogs,Nordic Bet,Mississippi State Bulldogs,2.75,82.53968253968253,226.98412698412696
2025-11-02T00:49:38.773495,Auburn Tigers v. Kentucky Wildcats,Betfair,Auburn Tigers,1.31,76.85512367491167,100.68021201413428
2025-11-02T00:49:38.774919,Auburn Tigers v. Kentucky Wildcats,Everygame,Kentucky Wildcats,4.35,23.144876325088344,100.68021201413428
2025-11-02T00:49:38.782831,San Diego State Aztecs v. Wyoming Cowboys,GTbets,San Diego State Aztecs,1.36,76.79180887372014,104.4368600682594
2025-11-02T00:49:38.784220,San Diego State Aztecs v. Wyoming Cowboys,MyBookie.ag,Wyoming Cowboys,4.5,23.208191126279864,104.43686006825939
2025-11-02T00:49:38.792332,Oregon State Beavers v. Washington State Cougars,BetAnything,Oregon State Beavers,2.5,40.19138755980861,100.47846889952153
2025-11-02T00:49:38.793975,Oregon State Beavers v. Washington State Cougars,Unibet (SE),Washington State Cougars,1.68,59.80861244019139,100.47846889952153
2025-11-02T00:49:38.800351,NC State Wolfpack v. Georgia Tech Yellow Jackets,Unibet (NL),Georgia Tech Yellow Jackets,2.04,58.282208588957054,118.8957055214724
2025-11-02T00:49:38.801848,NC State Wolfpack v. Georgia Tech Yellow Jackets,BetOnline.ag,NC State Wolfpack,2.85,41.717791411042946,118.8957055214724
2025-11-02T00:49:38.808714,Nebraska Cornhuskers v. USC Trojans,BetOnline.ag,Nebraska Cornhuskers,2.67,41.05960264900662,109.62913907284768
2025-11-02T00:49:38.810194,Nebraska Cornhuskers v. USC Trojans,Nordic Bet,USC Trojans,1.86,58.94039735099337,109.62913907284768
2025-11-02T00:49:38.818374,Andorra v. Albania,Nordic Bet,Albania,1.44,69.76488683805758,100.46143704680291
2025-11-02T00:49:38.819800,Andorra v. Albania,1xBet,Andorra,12.7,7.910349373764008,100.4614370468029
2025-11-02T00:49:38.821235,Andorra v. Albania,Coolbet,Draw,4.5,22.324763788178426,100.46143704680291
2025-11-02T00:49:38.828426,Finland v. Malta,1xBet,Finland,1.29,78.03338206236245,100.66306286044757
2025-11-02T00:49:38.829829,Finland v. Malta,Nordic Bet,Malta,14.5,6.942280197272246,100.66306286044757
2025-11-02T00:49:38.831309,Finland v. Malta,Tipico,Draw,6.7,15.024337740365308,100.66306286044757
2025-11-02T00:49:38.839762,Croatia v. Faroe Islands,1xBet,Croatia,1.11,90.78647022203778,100.77298194646194
2025-11-02T00:49:38.841141,Croatia v. Faroe Islands,Coolbet,Faroe Islands,50.0,2.0154596389292387,100.77298194646194
2025-11-02T00:49:38.842293,Croatia v. Faroe Islands,Tipico,Draw,14.0,7.198070139032995,100.77298194646194
2025-11-02T00:49:38.849978,Flamengo v. Sport Recife,1xBet,Flamengo,1.25,80.89887640449437,101.12359550561797
2025-11-02T00:49:38.851375,Flamengo v. Sport Recife,Betfair,Sport Recife,20.0,5.056179775280898,101.12359550561797
2025-11-02T00:49:38.853693,Flamengo v. Sport Recife,Matchbook,Draw,7.2,14.044943820224718,101.12359550561797
2025-11-02T00:49:38.860721,Ceará v. Fluminense,Matchbook,Ceará,3.3,30.42529989094875,100.40348964013087
2025-11-02T00:49:38.862822,Ceará v. Fluminense,Coolbet,Fluminense,2.7,37.18647764449291,100.40348964013087
2025-11-02T00:49:38.863983,Ceará v. Fluminense,Matchbook,Draw,3.1,32.388222464558346,100.40348964013087
2025-11-02T00:49:38.870334,Internacional v. Atletico Mineiro,Matchbook,Atletico Mineiro,4.2,23.8351313677173,100.10755174441266
2025-11-02T00:49:38.871978,Internacional v. Atletico Mineiro,Matchbook,Internacional,2.18,45.920895295602136,100.10755174441266
2025-11-02T00:49:38.873265,Internacional v. Atletico Mineiro,1xBet,Draw,3.31,30.243973336680565,100.10755174441267
2025-11-02T00:49:38.879768,Toronto Blue Jays v. Los Angeles Dodgers,Betfair,Los Angeles Dodgers,1.77,56.5110565110565,100.02457002457001
2025-11-02T00:49:38.881141,Toronto Blue Jays v. Los Angeles Dodgers,GTbets,Toronto Blue Jays,2.3,43.48894348894349,100.02457002457002
2025-11-02T00:49:38.887402,Milwaukee Bucks v. Sacramento Kings,Matchbook,Milwaukee Bucks,26.0,4.970760233918129,129.23976608187135
2025-11-02T00:49:38.888825,Milwaukee Bucks v. Sacramento Kings,888sport,Sacramento Kings,1.36,95.02923976608189,129.23976608187138
2025-11-02T00:49:38.895102,Charlotte Hornets v. Minnesota Timberwolves,Unibet (SE),Charlotte Hornets,11.0,13.725490196078432,150.98039215686276
2025-11-02T00:49:38.896521,Charlotte Hornets v. Minnesota Timberwolves,Pinnacle,Minnesota Timberwolves,1.75,86.27450980392156,150.98039215686273
2025-11-02T00:49:38.903095,Indiana Pacers v. Golden State Warriors,MyBookie.ag,Golden State Warriors,1.25,82.5174825174825,103.14685314685313
2025-11-02T00:49:38.904752,Indiana Pacers v. Golden State Warriors,Betfair,Indiana Pacers,5.9,17.48251748251748,103.14685314685313
2025-11-02T00:49:38.910889,Washington Wizards v. Orlando Magic,Pinnacle,Orlando Magic,1.42,77.17041800643086,109.58199356913182
2025-11-02T00:49:38.912271,Washington Wizards v. Orlando Magic,Betfair,Washington Wizards,4.8,22.829581993569132,109.58199356913182
2025-11-02T00:49:38.919650,Boston Celtics v. Houston Rockets,1xBet,Boston Celtics,2.81,35.99088838268793,101.13439635535308
2025-11-02T00:49:38.921065,Boston Celtics v. Houston Rockets,Matchbook,Houston Rockets,1.58,64.00911161731206,101.13439635535306
2025-11-02T00:49:38.927926,Denver Nuggets v. Minnesota Timberwolves,Betsson,Denver Nuggets,1.52,66.07142857142857,100.42857142857143
2025-11-02T00:49:38.929683,Denver Nuggets v. Minnesota Timberwolves,1xBet,Minnesota Timberwolves,2.96,33.92857142857142,100.42857142857142
2025-11-02T00:49:38.938032,Alanyaspor v. Gazişehir Gaziantep,1xBet,Alanyaspor,2.21,45.369700842484065,100.26703886188979
2025-11-02T00:49:38.939452,Alanyaspor v. Gazişehir Gaziantep,Betfair,Gazişehir Gaziantep,3.8,26.38606285839205,100.26703886188979
2025-11-02T00:49:38.940627,Alanyaspor v. Gazişehir Gaziantep,Unibet (SE),Draw,3.55,28.244236299123887,100.2670388618898
2025-11-02T00:49:38.949080,Genclerbirligi SK v. Basaksehir,Nordic Bet,Basaksehir,2.36,43.46391426007075,102.57483765376696
2025-11-02T00:49:38.951162,Genclerbirligi SK v. Basaksehir,Pinnacle,Genclerbirligi SK,3.56,28.813156644316564,102.57483765376696
2025-11-02T00:49:38.952413,Genclerbirligi SK v. Basaksehir,Nordic Bet,Draw,3.7,27.72292909561269,102.57483765376696
2025-11-02T00:49:38.959013,Trabzonspor v. Alanyaspor,Unibet (SE),Alanyaspor,5.0,20.071291472443107,100.35645736221554
2025-11-02T00:49:38.960799,Trabzonspor v. Alanyaspor,Nordic Bet,Trabzonspor,1.83,54.839594187003016,100.35645736221552
2025-11-02T00:49:38.962252,Trabzonspor v. Alanyaspor,Nordic Bet,Draw,4.0,25.089114340553884,100.35645736221554
2025-11-02T00:49:38.970926,Antalyaspor v. Besiktas JK,Unibet (SE),Antalyaspor,4.75,22.48188524055095,106.78895489261703
2025-11-02T00:49:38.973129,Antalyaspor v. Besiktas JK,Nordic Bet,Besiktas JK,2.05,52.09217311834977,106.78895489261701
2025-11-02T00:49:38.974527,Antalyaspor v. Besiktas JK,Unibet (SE),Draw,4.2,25.42594164109929,106.78895489261701
2025-11-02T14:50:09.487741,Gil Vicente v. Santa Clara,Betfair,Gil Vicente,2.48,40.54281742744415,100.54618722006148
2025-11-02T14:50:09.505261,Gil Vicente v. Santa Clara,Betfair,Santa Clara,3.75,26.812316592016398,100.5461872200615
2025-11-02T14:50:09.509011,Gil Vicente v. Santa Clara,1xBet,Draw,3.08,32.64486598053945,100.54618722006151
2025-11-02T14:50:09.518699,Tondela v. Vitória SC,GTbets,Tondela,3.32,30.358863881172404,100.79142808549237
2025-11-02T14:50:09.521313,Tondela v. Vitória SC,1xBet,Vitória SC,2.52,39.99659844662396,100.79142808549238
2025-11-02T14:50:09.524225,Tondela v. Vitória SC,1xBet,Draw,3.4,29.64453767220364,100.79142808549237
